word,answer
dish,used for holding food or other things can be plastic china glass wood or other material. can be a variety of sizes. can be any color. can be a variety of shapes. 
dish,used for food can be cleaned usually round (plates bowls) can put them in the dishwasher usually are smooth feeling makes a loud noise if dropped 
dish,use to fill food 
dish,towel washer plastic glass different sizes multiple uses any color come in sets sometimes expensive 
dish,to serve out ceramic material plastic or paper fine dinning ware bowl container cup china course main part of a meal 
dish,"to ""dish"" it to someone an offering at dinner usually involving multiple items a peice of china a bowl shaped object related to food. "
dish,the creator of everything people worship him help to calm others kind forgiving 
dish,table cupboard plate cup object talk gossip 
dish,something you eat out of such as a plate you can clean them (do the dishes) it could also be a satellite dish 
dish,something you eat out of glass ceramic plastic serves food 
dish,something you eat off of glass plates what you set the dinner table with 
dish,something to eat on plate spoon picking out of kitchen china expensive plain or pattern breakable 
dish,smooth hard white shiny 
dish,satellite tv plate china dish out helpings of food dish out compliments/insults bowl 
dish,satellite plates bowls pots pans wash silverware 
dish,round hard used to eat off of can be glass can be plastic can be paper has flat surfaces 
dish,plates something to eat off 
dish,plate used to hold food 
dish,plate serve food cafe 
dish,plate pass 
dish,plate fancy washing clean 
dish,plate bowl food container holder 
dish,"object you can eat off of it (plate) company that offers satellite television can be used to say "" tell me everything you know"". "
dish,menu glass chef tasty ingredients 
dish,made of metal plasitc porcelain wood tin or other natural items. they hold food and can usually be heated. plain or decorative can be flat like a plate a basin (bowl) can hold anything that fits but mostly food 
dish,is used for eating ie. a plate or a bowl made from a variety of materials different colors and is hard; also synonym to spill the beans gossip and tell juicy stories. 
dish,is something people put food in is an object is singular can be plastic can be glass can be round can be square is sold in stores can be made at home can carry things satellite dish dish network is used to pick up a signal for a television can mean to serve something 
dish,is in cabinets and dishwasher clean or dirty plastic or breakable kitchen and shiny 
dish,is food 
dish,is an object is used to carry food is used to send and receive signals messes up during a storm comes in many designs can be many shapes are used to serve food goes with a fork and knife has to be cleaned is a satellite can be made of metal plastic or glass 
dish,is a statelite or is a plate people eat on a dish or people watch a tv because of a dish and dish can be handed down to people can be any shape or size or color dish can abe old and new 
dish,is a plate. 
dish,is a container for food is usually flat-bottomed 
dish,glass network washer plate dry water eat silverware table family 
dish,food pass 
dish,food dishwasher plate is white is round is fragile found in kitchen used for holding food used for eating used for storing food 
dish,flat raised edges eat off it made of glass porcelain plastic or ceramic plate fragile found in kitchen or dining room any color decorated displayed smooth embellished washed by dishwasher 
dish,eating utensil something that needs to be cleaned related to food dishes dishwasher cleaned with soap and water often put in sink necessary for dinner or a certain meal of food a special order of food a particular meal 
dish,eating platter a plate kitchen ware a prepared entre' device used to receive satelite signals 
dish,eat off of clean many colors drink out of 
dish,dish with food on it satellite 
dish,dish washer food dawn soap gordon ramsey 
dish,"dish is something you eat food on or can also be known as a type of food. an example is having a pasta ""dish"". "
dish,dirty annoying to clean helpfull 
dish,could be a specific food or what you put food in any type of bowl 
dish,container to hold food usually glass can be decorated washed frequently variety of sizes 
dish,beauty and the beast clean dinner food 
dish,any type of food resturant dinning room breakable sovenior grandma 
dish,an object used to serve food or eat food off of set on a table when a family or group sits down to eat a meal comes in many different shapes sizes and colors. includes things like plates bowls cups glasses and so on. 
dish,an object used for holding food that people eat off of can be either plastic or glass 
dish,a utensil or containerl used for cooking and eating. (plates tupperware etc..)  a television network. also a term (usually used as a verb) used to describe something that is talked or gossiped about. 'don't dish on my friend.' 
dish,a serving vessel such as a plate or bowl. 
dish,a round plate made of glass usually hot has food in it oven cooked. 
dish,a plate or bowl a fork spoon or knife  a plate of food for a party 
dish,"a pastry dish dinner dish dirty dishes deep dish a bowl of some sort you can ""dish"" out the information. "
dish,a kitchen item used to eat off of many are round can be square or many different shapes and colors use soap to wash 
dish,a flat object that holds food a plate a platter 
doll,young girls play toy. rag doll  baby doll  barbie dalls. 
doll,what little girls love  pretty  perfect  wears dresses 
doll,used to play with by people. cute. 
doll,"toy, girls, barbie, ken "
doll,toy plastic 
doll,toy person. 
doll,"toy for girls, barbie dolls "
doll,toy for children  usually a female  entertainment  can be collected 
doll,toy  minature person  girls play with them usually 
doll,toy  made of plastic and fabric 
doll,toy  girly  
doll,toy  girl  barbie 
doll,toy  friend 
doll,toy 
doll,toy 
doll,stuiped  for girls  fun to blow up  childhood 
doll,stuffed animal 
doll,something a girl plays with  dress them up 
doll,something a child plays with. simulates a real child. 
doll,small cloth replica of a human being 
doll,small  person or animal 
doll,scary  baby like features 
doll,rag doll  children  baby doll 
doll,rag 
doll,"pretty, long hair, ply toy, dress up clothes, nails, earrings "
doll,"pretty, combing hair, barbie, bratz, little girl "
doll,pretty  calming  girly 
doll,played with  associated with children  a toy  
doll,"play, child, barbie "
doll,"play toy, kids, barbie, batman, spiderman "
doll,play toy 
doll,play fake girls little 
doll,play  black  white  asian  hispanic 
doll,"plastic, new, smile, blink eyes, dress, barbie, ken, pink, hard, soft, hair, "
doll,plastic  easily broken 
doll,plastic 
doll,makeup 
doll,"made of is a toy for girls, portrays little babies, portrays characters plastic, we like made of rubber, made of fibers, it "
doll,"long hair, dressable, movable, fun, friends "
doll,"little girls, creepy toys, babies, miniature people with miniature clothes, fake hair, barbie, fake homes, plastic, can't move, g-i joe, childhood, past, memories, ken, gifts toy story 1 2 and 3, "
doll,little girls toys 
doll,"little girls hair and wear dresses toy, fun to play with, collectible, have blonde "
doll,little girls  toy  barbie 
doll,little girl  scary  toy 
doll,is small  is plush  is happy  is for little girls  
doll,is pretty  children play with  play dress up with 
doll,is a toy  is pretty  is blonde  is in a dress 
doll,is a toy 
doll,"house, barbie, girls,babies "
doll,house  little girl  dress up 
doll,has blonde hair  looks like a human  for little girls 
doll,"hair, arms, legs, clothes, accessories "
doll,hair  plastic 
doll,girly 
doll,"girls, playhouse "
doll,"girls, play, toys, porcelin, baby doll, "
doll,"girls, barbie, plastic "
doll,girls usually  wear dresses  have hair  
doll,"girl,young, white, black "
doll,"girl, pink, baby, cry, diapers, toy, white "
doll,"girl, dress,skirts, house, doll car, pretty, long hair, perfect, shoes, barbie, ken, doll "
doll,"girl, doll toy section, valuable clothes, doll cars, barbie, pretty, stores, wal mart, "
doll,girl  toy  dress up  play with 
doll,girl  inanimate  creation 
doll,girl  barbie  dress up  has hair  sleep with 
doll,g.i. joe 
doll,funcational 
doll,"fake, toy, girl, "
doll,dress-up  girls  cute  barbie 
doll,cute  little girls play with them  small  mini clothes and bottles 
doll,cuddle  little girl's companion  made of cloth  made of plastic  has clothes 
doll,cotton 
doll,child's toy 
doll,child's toy 
doll,barbies  girls  dressing up  playing with 
doll,"barbie,beach house,malibu barbie,ken "
doll,"barbie, nicki minaj, cabbage patch, "
doll,"barbie, my little sister, toy "
doll,"barbie, gi joe, polly pockets "
doll,barbie  ken  fragile  baby 
doll,barbie  american girl doll  girls  little girls  chuckie 
doll,"baby, girl, name, barbie, ken "
doll,baby  girl  barbie 
doll,baby  dress up  play mom  comforting  small  large  soft 
doll,"babies, kids, adorable, plastic body, unblinking eyes, little clothes "
doll,"antique, porceline, baby, plastic, toys, collectible "
doll,an object to play with  miniature person made out of various materials depending on where and when 
doll,an imitation of a real living thing 
doll,"action figure, weird, chucky, horror films "
doll,"action figure, fragile, playful, soft, entertaining "
doll,"a toy, girls, barbies "
doll,a replica 
doll,a mini mannequin  outfits  hair 
doll,"a item that childern usually play with, girls, pretty "
doll,"a girls toy, action figures, a little girl thats adorable "
doll,a childs toy  toplay with  used for imagination expansion  wears dresses or has diapers 
dolphin,whale 
dolphin,water dwelling mammal 
dolphin,water  blue  smart 
dolphin,they are always happy  ocean  blue  they make squeaky noises  a nice animal 
dolphin,swim  ocean. sea  salt water  sand  gray  smart  fish 
dolphin,smartest animal  lives in water  mammal not a fish 
dolphin,smart animal 
dolphin,smart  only other mammal to make love for pleasure and not strictly to mate 
dolphin,smart  gray  blue  fast  strong  pointy  ocean  sharks 
dolphin,smart 
dolphin,slick  beautiful  lives in ocean or some rivers 
dolphin,sleek  intelligent compared to  wet  in seaworld  communicates  smooth  jumps up in the air to get attention 
dolphin,shark 
dolphin,promethius  cancun  swimming with 
dolphin,porpoise  happy  grey  dorsal fin  quick 
dolphin,ocean animal  graceful  
dolphin,ocean  mammal  air  fish 
dolphin,ocean  jumping  glides through water 
dolphin,ocean  fun  you can swim with them  sea world 
dolphin,ocean  flipper  mamal  fins  cute 
dolphin,ocean  cute  mammal  fish  blow hole  likeable  wet 
dolphin,ocean  blue  slimy  swimming 
dolphin,ocean 
dolphin,ocean 
dolphin,ocean 
dolphin,miami  water  ocean 
dolphin,mammel  water  loving  nice  cute  hope  smart 
dolphin,mammal  water  protection  smart  can be trained 
dolphin,mammal  swims  
dolphin,mammal  lives underwater  eats fish  protects humans  playful  dorsal fins  snout  gills  tail fin  smooth silky skin 
dolphin,mammal  intelligent  friendly  slick  shiny 
dolphin,mammal  fun  gray  noisy  show  jump 
dolphin,mammal  fish  fins 
dolphin,mammal  
dolphin,mammal 
dolphin,mammal 
dolphin,mamamal water ocean beak swim protective jumps 
dolphin,mamal  ocean  smart 
dolphin,lives in water  not a predator  friendly 
dolphin,lives in the water 
dolphin,lives in the ocean  salt water fish  grey body  has fins 
dolphin,lives in the ocean  mammal  sea world  intelligent  pods  can recognize itself in a mirror 
dolphin,lives in the ocean  are blue and white  big nose  slimy 
dolphin,lives in ocean  is blue  has fins  has snout  barks  saves people  has tail 
dolphin,lived in the ocean 
dolphin,is an animal  lives in the ocean  is grey  eats fish  has fins  jumps out of water 
dolphin,is an animal  is a mammal  lives in the ocean  swims in pods  eats fish 
dolphin,intelligent water mammal 
dolphin,in ocean  mammal  intelligent 
dolphin,has a dorsal fin. have a snout. are leathery. can be trained to do tricks. very smart. speak in clicks and whistles. 
dolphin,grey  bottlenose  flipper  dorsal fin  
dolphin,friendly  gray  has a fin  has a pointed mouth  lives in water 
dolphin,football  dan marino  ocean  florida  wet  loud  friendly 
dolphin,florida  animal  sea world  ocean 
dolphin,flipper 
dolphin,fish  water  fun 
dolphin,fish  trained  walt disney world 
dolphin,fish  swims  breathes air  slick  slimy  fast  animal 
dolphin,fish  ocean  jump  swim  fins  snouts  sea world  tricks  grey  sleek  
dolphin,fish  mamual  fin  eats fish  swims fast  jumps high  sea world  ocean 
dolphin,fin  tail 
dolphin,eats little fish  a nice fish  is a fish  can swim  is very smart  can jump out of the water  people can train them  people swim with them 
dolphin,cute  mammal  fins  eyes  bottle nosed 
dolphin,cute  fun  mysterious  smart  beautiful  energetic  ocean 
dolphin,creature in the ocean 
dolphin,beautiful  smoothe  live in the ocean  you can pet them at sea world  you can swim with them in the ocean  live in families 
dolphin,animal  ocean  flipper 
dolphin,animal  mammel  in the sea  
dolphin,animal  mammal  fin  blow hole  gray  happy  swimmer 
dolphin,animal  lives in water  mammal  live birth  wet  intellegent 
dolphin,animal  has fin  swims  ocean 
dolphin,animal 
dolphin,an animal  a mammal. lives in the water. has a spout. has a tail. has fins. swims in the ocean. can be trained to do tricks. 
dolphin,an animal  a mammal  swims int he ocean  eats fish  smooth texture of skin 
dolphin,a smart mamal that lives in the water. used by milllitary to find underwater bombs used for entertainment 
dolphin,a friendly animal  can do flips and tricks seen at sea world also found in the ocean 
door,wooden has handles loud when slammed can open or close 
door,wood way opening closing one place to another 
door,wood open/closed hard door knob lock key 
door,will open and close sometimes made of wood the opening to a house or room 
door,way to get to and from two different rooms some open to the left some open to right some are made for indoors some are made for the outdoors found in doorways opened by a handle or knob held to the doorway by hinges most are rectangular 
door,usually on a hinge or can slide on a rail it separates two rooms can be made of wood or metal or glass they are very expensive to buy decorative doors 
door,used to enter new rooms it may be open or closed 
door,used to enter and exit an room or area most of the time made of wood or medal has a handle to open it usually can be locked 
door,used to divide places allows access through walls sometimes has a knob on it can be made of many types of material 
door,the way in or out tall wooden board has a knob the opening of a house 
door,the main way of entrence into a home building or car keeps people out when you don't want them 
door,the entrance or exit to a room. a door enables you to go in and out and can be locked to prevent movement 
door,tall flat smooth wood barrier opening closed is hard keep out bar from 
door,solid sometimes has a window keeps things out and in wood has a door handle locks privacy opens and closes swings 
door,slam lock closed open wood quiet 
door,seperates rooms creates privacy has a knob/latch can swing from either side has hinges usually wood or cardboard 
door,passage way between rooms sometimes has windows blocks passage lockable connects walls 
door,opens entrance 
door,opens closes provides security can be locked sometimes has windows made of many materials 
door,opens and closes rectangle door knob lock 
door,opens and closes locks slides made of glass made of wood made of metal made of plastic comes in many shapes and sizes very commonplace 
door,opens and closes lets people inside bulidings can be any color usually made of wood or metal 
door,opening opportunity outside world beyond what is known 
door,opening closing wood metal heavy light screen knob 
door,open shut wood window door knob close open rectangle 
door,open shut knob wooden privacy 
door,open closed window wide keeps air out heavy glass locked unlocked can get stuck made of wood blockade leads to something can hide behind broken strong 
door,open close passage connection means of travel 
door,open - close - wood - steel - protect - statement of personal taste and style - status symbol 
door,on hinges entry exit keeps things enclosed 
door,on a house opens closes slams doornob handle doorbell lock peep hole 
door,made of wood gateway opens and closes some can slide have a knob or a handle they are separators from one room to another some need a key to open and close 
door,liminal. wooden. transition. knob. 
door,is used as a barrier between two rooms can be wood or metal can be opened and shut is usually big (to allow access through) 
door,is the object in which one enters usually brown in color. 
door,is rectangular can open has a window has a knob is wooden has a handle can be walked through can close can open can shut has a lock can be opened with a key 
door,is a way of entry is hard is usually made of wood contains a knob can be open or closed keeps one's privacy 
door,is a portal to another room portal to the outside/inside has a door knob on it can lock and unlock open to the outside or be opened to the inside has push or pulls signs on them usually made of wood 
door,is a portal out or into a room or building shuts usually wooded or metal blocks out the elements 
door,is a gateway leads elsewhere is typically made of wood/glass/aluminum etc 
door,in front center of house has trim around it that is sometimes decorative entrance way to a house opens to let people in 
door,hunk of wood used to separate rooms 
door,helpful to go in or out of a building made of wood made of glass made of metal can be revolving 
door,heavy made of wood has a knob can be opened can be closed used to block privacy secure homes secure cars 
door,has a knob used to close off areas all building have doors usually made out of wood had hinges is knocked on thing are hung from it 
door,has a knob or handle usually wood and hinges. meant for privacy or protection. 
door,has a handle is rectangular sturdy has windows can be glass can be wooden doorway entrance way to greet people thick 
door,hard tall wooden in every house and building slams shut protection 
door,go in go out brown lock keypad has a peep hole wood tall had hidges and screws solid 
door,glass wooden brown knob to get somewhere else 
door,gateway rectangle made of wood protects those inside 
door,entryway opening of a new part of life wooden structure 
door,entry to somewhere closure to somewhere gives privacy 
door,entrance made of wood aluminum hard plastic or metal. open or closed locked or unlocked. 
door,entrance into a room has a handle it is wood closes and opens 
door,entrance 
door,door way a band sliding door glass door wooden door could be considered both and entrance and an exit. storm doors passageways. 
door,door 
door,closed open fate locked unlocked shut 
door,closed door saftey in and out 
door,can open and close. its rectangle. goes inside of a door way. its normally soild made of wood or metal or glass etc. they can be automatic or manuel anyone can use them. they have a door handle. the handle can be a knob or a bar or latch. they allow you to go from one side to another. 
door,any block that can be unblocked to walk through in or out of the desired location. 
door,and exit or entrance 
door,an optional object used to connect one room with another 
door,a solid structure that can permit or deny access to a room or the outdoors. 
door,a passig an opening a way to get where you want an opertunity 
door,a hinged piece of metal screen wood cloth or other substance used to close off or open up a space of some sort used to keep other things or people out of that space or as a deterrent. 
dress,worn by women  can be long or short  noramlly used to look nice 
dress,worn by females  formal  casual  long  short 
dress,women's attire  formal  flowy 
dress,women wear this  not pants  can be long  can be short  
dress,women wear them out  white for weddings 
dress,women  classy  cute  sexy  beautiful  look nice 
dress,what girls wear  clothes  type of clothes  dress a turkey 
dress,what a girl wears to a ball  party  event  fancy  flowy  long or short  made out of many different fabrics  made of many different colors 
dress,wedding  prom  homecomming  fancy dinner 
dress,wedding  parties  proms 
dress,up  girl   summer  easter  christmas 
dress,up 
dress,tulle 
dress,traditionally worn by females 
dress,to wear  cute or plain  for girls  and women  for all ocasions 
dress,to wear  clothing  hung in a closet  wore by a girl  strapless. sweet heart  prom  wedding  bridesmaid 
dress,to put clothes on  clothing for women 
dress,to clothe  women's clothing  attire 
dress,to clothe  covering worn on the body  typically female 
dress,to clothe  an artical of clothing 
dress,sundress  church  prom  elegant 
dress,summer  short 
dress,something you wear to a nice place  dance  or party. long or short  sparkly  boring  black or other colors. pretty 
dress,something females usually wear  usdually one peice used for formal occasions. 
dress,something a girl wears  pretty  different lengths 
dress,skirts  clothing  colorful  mornings  nice 
dress,skirt 
dress,silk  long  nice 
dress,short  white  black  long 
dress,shopping  store  prom  wedding 
dress,red 
dress,put clothes on 
dress,pretty  long 
dress,pretty  formal  long 
dress,pants  shirt  underwear 
dress,mostly found on women 
dress,material  girl  pretty  occasion  party 
dress,mainly what girls wear  one piece  fans out at bottom 
dress,long or short  fun  colorful  summer  warm outside  cotton  silk  nit  laughter 
dress,long  short  or medium length  made of various materials 
dress,long  pretty  colorful  prom  wedding  party  interview  meeting  initiation 
dress,long  girl  cross-dresser  getting dressed 
dress,little black dress  girls  important events  
dress,is feminine  is what we wear  how we dress  a feminine article of clothing  nice apparel 
dress,is clothing  is long  is soft  flows  covers body 
dress,is cloth. 
dress,is an one piece article of clothing usually worn by women  worn on special occasions 
dress,girl up attire clothes nice fancy 
dress,girl  pretty  long  short  summer  party  dance  prom 
dress,girl  pretty  dance  special occasion 
dress,girl  bright colors 
dress,girl 
dress,girl 
dress,formal  pretty  feminine 
dress,formal  pink  pretty  woman  princess  costume 
dress,flowing  fancy  patterned  dancing  dress-up 
dress,flowing  cute 
dress,females wear  white  wedding dress  fancy  
dress,fancy  short long 
dress,fancy  prom  tuxes 
dress,fancy 
dress,dinner  date  heels  special occasion 
dress,dance  short  long 
dress,clothing for girls  made of cloth  can be long or short 
dress,clothing for girls 
dress,clothing  length  color  material 
dress,clothing 
dress,clothes  person  article of clothing 
dress,clothes  occasion  special occasion 
dress,clothes  
dress,can be long or short  pretty  put on for somebody else  women  elegant  flower 
dress,blouse 
dress,article of clothing. usually one piece. 
dress,article of clothing. girls wear them. can be short or long. made of some sort of cloth. 
dress,a piece of clothing mostly worn by women  
dress,a cloth item that girls wear when they want to dress up 
eat,when you are hungry 
eat,when hungry  for survival  is satisfying 
eat,what you do with food  part of surival 
eat,what you do with food 
eat,used for nutrition  may cause a disorder 
eat,to satisy hunger 
eat,"to ingest, dining room or cafeteria food intake, done at meals, done at the "
eat,to have a food 
eat,to consume substances that you have to chew 
eat,to consume materials to live  can be made up of fruit  bread  or meat 
eat,"to consume foods, or liquids. "
eat,to consume food  to gain nutrition  everyone does it  humans  animals  plants  food. 
eat,the process of consumption 
eat,the act of putting food into the mouth to be digested 
eat,"something you hot do, deals with food, can be cold or "
eat,something to do with food 
eat,nurishment. survival. pleasure. 
eat,"necessity of multiple times per day. life, all animal species eat, food groups, daily, "
eat,necessary to live  chewing and swallowing food  diets 
eat,mouth digestion fingers utensils 
eat,love it  food  hamburger  grilled cheese  fruit  pretzels  ice cream 
eat,"ingest, digest, swallow, chew, munch, lunch, breakfast, dinner, snack, brunch "
eat,hungry  food  meal 
eat,hungry  food  healthy  unhealthy  full 
eat,hungry  food 
eat,hunger 
eat,healthy  hungry 
eat,fuel for the body 
eat,food. messy. utensils. with mouth. tasting. chewing. 
eat,food. hungry. starving. 
eat,"food, health, appetite, vegetables, filling, crave, need "
eat,food put in mouth and swallowed 
eat,food calories weight energy 
eat,food  to live 
eat,food  starve 
eat,food  out  moneyy 
eat,food  nourishment  tasty 
eat,food  nourishment  sustinence  delicious 
eat,food  nourishment  fat  drink  healthy  greasy  hungry 
eat,food  nourishment  chew  swallow  digest 
eat,food  mcdonalds 
eat,food  hungry  put food in mouth and chew 
eat,food  hungry  ice cream 
eat,food  hungry 
eat,food  hunger  food can be nasty or delicious  americans eat too much  diets can be heathly or unhealthy 
eat,food  fruit  veggies  meat  dairy 
eat,food  fork  plate  reatraunt  home 
eat,food  fat  new orleans pasta 
eat,food  fat  healthy  dinner  lunch  breakfast  snack 
eat,food  fat  calories 
eat,food  drinks  use silverware  use plates  something you need 
eat,food  dinner  
eat,food  delicious 
eat,food  chew  swallow  teeth used 
eat,food  candy  meat 
eat,food  breakfeast  lunch  dinner  desert 
eat,food  alot  fat 
eat,food 
eat,food 
eat,food 
eat,fat 
eat,essential  daily activity  different choices 
eat,energy to live 
eat,drink  food 
eat,digesting food into your body 
eat,consumption of food  eat food  eating  ate 
eat,consuming food  fufiling a need 
eat,"an action, you can do if your bored, a social pastime, requirement sustains for life hunger, requires food or drink, an activity "
eat,abtain nurishment 
eat,a lot  food  plate  table  restaurants 
elephant,very large has gray leathery skin hunted for tusks endangered spieces lives in africa or asia live in groups can't jump has a trunk 
elephant,elephant: is gray could be a mascot an animal large has tusk shoots water out nose makes loud noises can find at a zoo africa wrinkly skin 
elephant,big trunk circus tusks lives in africa zoo peanuts scared of mice holds other elephant tails loud big feet 
elephant,big ear foot trunk gray tusk water zoo 
elephant,animal big long nose huge eras some have long teeth 
elephant,a large animal big ears long trunk usually gray eats peanuts 
elephant,a large animal big ears long trunk usually gray eats peanuts 
empty,"without, withheld, the trash, done, unoccupied, incomplete gone, vacant, absent, missing, used up, finished, empty "
empty,"without, space "
empty,"without, lacking of, bare "
empty,without things. space. blankness. 
empty,with no substance inside a container 
empty,waste basket 
empty,"vacant, secluded, nothing, spacious, no one "
empty,"used to absolutely black or absolutely white, used to describe a person's describe wit or feelings the contents of a container, depicted as "
empty,"to take out, trash can "
empty,to not be full. you can feel empty when you are lost or confused. the cup is empty when you drink all of the water. 
empty,the state of not being filled 
empty,the glass  thoughts  emotions 
empty,stomach  gone  not there  depress  
empty,"space, hole, air "
empty,"sad, wishful, wanting, unfufilled, hungry, thirsty "
empty,sad  lonely 
empty,room 
empty,"refrigerator, pantry, fruit bowl, "
empty,physical 
empty,opposite of full  nothing 
empty,nothingness  all gone  with out  alone  depressing  needs encouragement 
empty,"nothing,clear, open space "
empty,"nothing, zero, hungry, stomach "
empty,"nothing, vacuum "
empty,"nothing, black whole, glass, bottles "
empty,"nothing there,solitude "
empty,nothing there  open space 
empty,nothing is in it. 
empty,"nothing inside, void of anything. "
empty,nothing inside  holding nothing  lack of objects 
empty,nothing inside  all gone  
empty,nothing inside  
empty,nothing in it  zero 
empty,nothing in it  lost in the world  feel bad and sad  nothing to it 
empty,nothing in it 
empty,nothing  open 
empty,nothing  lonely  hungry  sad  need someone  sad  depressed 
empty,nothing  hollow  meaningless 
empty,nothing  glass 
empty,nothing 
empty,nothing 
empty,"not full, nothign there "
empty,"not full, gas, stomach, heart "
empty,not full  without object 
empty,not full  lacking 
empty,not full  empty space  the stadium at a royals game 
empty,not full  
empty,not full 
empty,not full 
empty,not containing anything 
empty,none  gone  not full 
empty,none  gone  by bye 
empty,none  gone  blank 
empty,none 
empty,no more left 
empty,no more 
empty,"mindless, dumb, air "
empty,lacking  containing nothing 
empty,is sad 
empty,is lonely  is valueless  is void  
empty,"hollow, barren, containing nothing, dry, gone, not there "
empty,hollow  box with nothing in it  emotionless  
empty,"gone, trash "
empty,"gone, nothing, zero "
empty,gone  over  not there 
empty,gone  nothing left  needs more  sad 
empty,gone  not full 
empty,gone  no more  missing 
empty,gone  
empty,gone 
empty,"glass, jar "
empty,glass 
empty,gas tank 
empty,"full, stomach, pool, glass, gas tank "
empty,"full, nothing, sad, feeling, "
empty,"full, nothing "
empty,"full, dull, boring "
empty,"full, alone, nothing "
empty,full glass stomache none left gone 
empty,full 
empty,full 
empty,full 
empty,full 
empty,full 
empty,"filled without, horrible feeling, lost "
empty,don't know 
empty,dirty 
empty,darkness 
empty,contains nothing 
empty,containing nothing used up 
empty,box  room  hollow sound 
empty,"bowl, end, refill "
empty,"blank, gone, nothing, bare, clear, "
empty,bare  nothing inside 
empty,alone  missing something 
empty,air 
fall,"winter, spring, summer, october, leaves, halloween, november, thanksgiving "
fall,"winter, spring, leaves, pain, bruise "
fall,winter spring football favorite season 
fall,winter 
fall,winter 
fall,winter 
fall,"when the starts, perfect temperature leaves turn different colors and fall off, school "
fall,"what comes typical colors are orange, brown and purple after summer and before winter, full of leaves, "
fall,"trip, to hit, to leave, changing colors, cool, crisp, "
fall,"trip, seasonal aka autumn, leaves, good weather, football, school starts "
fall,trip hurt slip 
fall,trip embarrassed stumble drunk 
fall,trip 
fall,"trees, orange, red, leaves, cool weather, pleasant, football "
fall,"to fall season, also known as autumn. it comes after summer and is before winter. temperatures are mild in the fall. leaves on to trees change color and fall off of trees during the stumble fall. or trip. fall is a "
fall,"time of weather cools down, football season, a season, trees loosing leafs, leafs changing colors, "
fall,"time of leaves fall at this time the year, one of the four seasons, cold, "
fall,"time of cliff, leaves, orange, yellow, brown. year, what happens when you go off a "
fall,the season after summer and before winter 
fall,"the act thanksgiving, halloween of falling; a season of the year; leaves, "
fall,tempature 
fall,"summer, winter, jumping spring, leaves, school, red, orange, brown, yellow, heights, "
fall,"summer, colors, leaves, trees "
fall,"stumble, trip, in to trees, lowering, heading downward descent, season before winter, when the leaves come "
fall,"stumble, trip, accident, winter, summer, spring "
fall,"spring, winter, summer "
fall,"spring, ouch, "
fall,spring 
fall,spring 
fall,spring 
fall,spring 
fall,"september, leaves turn colors, season "
fall,"semester, pain, football season. "
fall,"seasons, trip, thanksgiving, start of school, end of summer vacation winter, summer, spring, autumn, leaves, red, yellow, halloween, "
fall,"seasons change, leaves fall, grove, football "
fall,"seasonal, crisp, long, deadly, windy, gray, orange, red, yellow, favorite, drop, painful, "
fall,"season,autumn,leaves,changing color, fall down "
fall,"season, weather, leaves, trees, injury, bruise, scar, scary, water "
fall,"season, trip, stumble "
fall,"season, to trip, autumn, discolored leaves "
fall,"season, time when leaves change colors, september, october, november "
fall,"season, starts in august "
fall,"season, pleasant, leaves, orange, yellow, brown "
fall,"season, love "
fall,"season, leaves,october "
fall,"season, leaves, trees "
fall,"season, leaves, slip, hurt "
fall,"season, leaves, orange "
fall,"season, leaves on the ground, hurt yourself, brown, orange, red "
fall,"season, leaves before winter falling, starting to get cold, after summer and "
fall,"season, leaves "
fall,"season, hit ground, tumble, skinned knees, "
fall,"season, football, october, cold "
fall,"season, fall down "
fall,"season, down, get up again leaves, trip, love, trust, broken bones, death, hurt, "
fall,"season, cool, leaves "
fall,"season, cool, chilly, nice, halloween. "
fall,"season, comes after summer, tumble, hit the ground "
fall,"season, colored leaves, halloween "
fall,"season, cold, pretty, leaves, thanksgiving "
fall,"season, chilly, changing of the trees colors "
fall,"season, calendar, scar, scary, frightening, waterfall weather, leaves, trees, mountain, injury, bike, cliff, bruise, "
fall,"season, autumn, to gravity, slip, descend, to move downward suddenly move from higher position to lower position due "
fall,"season, autumn, harvest time, stumble, gravity, sometimes painful "
fall,"season, august, hit the ground, september, october, trees, colored leaves, cold weather, trip, "
fall,"season, after summer, before winter, leaves change colors "
fall,"season, after haloween summer, before winter, leaves change colors, brisk weather, "
fall,"season of ground the year after summer, to fall on the "
fall,season leaves change cool 
fall,season leaves change cool 
fall,season fell action 
fall,season 
fall,season 
fall,season 
fall,season 
fall,season 
fall,school; leaves; colors; trees; breeze; cool temperatures 
fall,"school, to descent from a platform "
fall,"school, leaves changing, brisk weather, follows summer, before winter "
fall,"scary, height, death "
fall,scary 
fall,"raking leaves, watching football "
fall,"pumpkin, autumn, yellow, orange, brown, dead leaves, wind "
fall,"plummet, plunge, tumble pratfall, recession, reduction, slant, slip, slope, slump, spill, "
fall,"one of of trees, also called autumn, to trip the seasons, leaves change colour and fall off "
fall,"one of leaves turn from green to reds, yellows, and oranges, football, the school four seasons, weather turns colder, grass dies, "
fall,"one of as it hits the ground the four seasons, cooler weather, what something does "
fall,"october, gravity, halloween "
fall,loss of balance 
fall,"leaves,football,school,thanksgiving "
fall,"leaves,cold,autumn "
fall,"leaves, winter, thanksgiving, football "
fall,"leaves, trees, rakes, bags "
fall,"leaves, sun, swimming "
